Series ID,Category,Train Size,Test Size,Model,Train Time (s),Predict Time (s),Trend Strength,Seasonality Strength,Noise Level,MAE,RMSE,MAPE,sMAPE
M13799,Micro,426,18,ARIMA,0.0290079116821289,0.0025391578674316,0.980473541492814,0.0390654342062842,190.983511724216,157.27850776797698,181.40991035103391,2.685585365251878,2.734064897644066
M15484,Micro,193,18,ARIMA,0.0085208415985107,0.0011889934539794,0.9955441916354352,0.8534166844037988,12.66137033631312,88.09339645019651,99.40453993072076,5.062419997033438,5.228284655097385
M16860,Micro,69,18,ARIMA,0.0057051181793212,0.0014419555664062,0.3504048449292736,-0.0728487405216611,589.3020102924354,1045.531141902327,1601.7034037162812,37.517308364233365,58.7057122335413
M17803,Micro,69,18,ARIMA,0.0120759010314941,0.000925064086914,0.8767032685104669,0.8052201480933292,67.69964245534022,754.3904184568916,778.5929058785889,128.67701888934272,74.29895272898844
M19179,Micro,69,18,ARIMA,0.0147731304168701,0.0011379718780517,0.8130540578572668,0.6475716288356956,401.87296061681894,1890.3719458708936,2087.168709463561,69.13635255666698,47.040123947913024
M19543,Micro,69,18,ARIMA,0.0098233222961425,0.0009129047393798,0.9541418847367552,0.0743240913803832,164.60103963058728,279.06558432959207,334.7636657121146,28.042165769225335,34.46915690489947
M19922,Micro,69,18,ARIMA,0.0153119564056396,0.0011289119720458,0.9299074673012814,-0.3141742561814189,339.68285354435267,199.89112687266396,219.08654886253433,8.949575216318856,8.489089280891532
M21169,Demographic,186,18,ARIMA,0.0237700939178466,0.0011830329895019,0.9357925568643288,0.3962764774441911,101.18925049959256,120.56059924142129,146.29260585283498,1.324635529131826,1.3130610542807692
M21553,Demographic,548,18,ARIMA,0.0165729522705078,0.001190185546875,0.9945360187654736,0.8686080536218064,54.31324683623011,73.88308152731798,92.5257919453105,3.1188551710370827,3.0692020207287443
M24753,Demographic,432,18,ARIMA,0.0294361114501953,0.0010550022125244,0.9703644571934228,0.4873589691704845,65.7918074750896,179.4661168295507,202.12367018617792,13.877342306720475,12.705228306841912
